order_id,customer_id,product_id,purchase_timestamp,purchase_date,purchase_year,purchase_month,purchase_day,quantity,unit_price,total_amount,name,email,country,customer_segment,loaded_at
a82e661d-adbb-4b4e-9a24-9ef230ad0185,cd985c4c-ab03-4649-83fb-8c363f375286,4011,2025-06-04 07:01:53.665,2025-06-04,2025,6,4,2,0.31,0.62,,,,,2025-06-18 13:10:06.283+00
5ccd6286-8717-4416-88a7-6623bde56ee1,e8e2b7a5-cb29-48e0-bb9d-ed2889121385,3414,2025-06-04 07:02:08.638,2025-06-04,2025,6,4,3,0.87,2.61,,,,,2025-06-18 13:10:06.283+00
b78123c3-7c0d-482c-b065-3b345d47cbf3,19e716bd-f627-4305-a3f4-dfb47996c857,4409,2025-06-04 07:02:29.87,2025-06-04,2025,6,4,1,0.67,0.67,,,,,2025-06-18 13:10:06.283+00
bc3eddd6-0f06-451e-9103-19fbc87e6699,0081854a-cb90-4321-9e3e-32f79cbc8e8e,4601,2025-06-04 07:03:21.128,2025-06-04,2025,6,4,5,0.25,1.25,,,,,2025-06-18 13:10:06.283+00
d3cceb4c-5560-4acc-aa91-b1469fb3e63f,aeed72e3-3d85-4990-8c66-8e479ff26454,7223,2025-06-04 07:03:25.151,2025-06-04,2025,6,4,3,0.31,0.93,,,,,2025-06-18 13:10:06.283+00
80b77d5b-69ae-4817-bb1f-26620abf4881,10966c83-c113-46e4-9cfc-5ce5add94d62,9964,2025-06-04 07:03:32.174,2025-06-04,2025,6,4,4,0.17,0.68,,,,,2025-06-18 13:10:06.283+00
2967b9fa-a966-4b1a-809a-08180a8e8f1d,2bc1ca39-8931-46ae-bd75-7751ee6ec039,7881,2025-06-04 07:03:48.251,2025-06-04,2025,6,4,3,0.24,0.72,,,,,2025-06-18 13:10:06.283+00
9527b8c4-b975-4ea1-b7ef-b5fa2ed34ba2,0747645f-6d9c-474e-ab9f-3094a203d95a,7826,2025-06-04 07:03:53.27,2025-06-04,2025,6,4,2,0.19,0.38,,,,,2025-06-18 13:10:06.283+00
805438c6-dcce-46d9-98d4-fbe151ef5ad2,349a687d-236f-4ebb-9dd2-2983e5a5b00b,4262,2025-06-04 07:03:59.301,2025-06-04,2025,6,4,5,0.34,1.7,,,,,2025-06-18 13:10:06.283+00
1fc4f26b-0e0d-42cf-a6ad-0219e5acd760,5e3ae715-57ec-4caa-b41b-276a602c04fa,5833,2025-06-04 07:04:02.316,2025-06-04,2025,6,4,4,0.57,2.28,,,,,2025-06-18 13:10:06.283+00
b41e2589-b69a-4701-8d0c-bdb57379538c,8fc1631e-51d6-4185-be92-58febc78fbfb,4896,2025-06-04 07:04:11.365,2025-06-04,2025,6,4,1,0.89,0.89,,,,,2025-06-18 13:10:06.283+00
f72a3c2d-ddb7-4b97-8043-1ed57237f3ae,d1db2b0c-8bab-4f58-b7e5-64bbf0b2259e,1623,2025-06-05 01:19:41.377,2025-06-05,2025,6,5,3,0.87,2.61,,,,,2025-06-18 13:10:06.283+00
31e5012d-bc2a-40e9-a9b0-08395c993667,82c4c95d-75f2-471a-aaaa-1a686179c2ba,2668,2025-06-07 02:05:44.011,2025-06-07,2025,6,7,2,0.53,1.06,,,,,2025-06-18 13:10:06.283+00
aa02da34-735e-433c-9f3a-5dcedd3977fe,564aadc6-2ee7-44bd-8887-b094a3814540,3801,2025-06-07 02:05:48.029,2025-06-07,2025,6,7,4,0.37,1.48,,,,,2025-06-18 13:10:06.283+00
e7bec294-cabb-45ed-83b1-b6dcc2738290,76b2f8fc-fe6b-4643-a7b9-5b43a97a37e6,8199,2025-06-07 02:05:49.034,2025-06-07,2025,6,7,2,0.63,1.26,,,,,2025-06-18 13:10:06.283+00
0cf7d528-66f3-4a55-934a-7c9a65e7d2c1,a64a6f16-587c-430f-ba94-60815c21f88e,6456,2025-06-07 02:06:16.166,2025-06-07,2025,6,7,2,0.33,0.66,,,,,2025-06-18 13:10:06.283+00
35caa698-6a30-4745-a5fd-e6f63daceadc,ab2f0bc9-b3e9-4f55-bf9b-7cde5888dbeb,1932,2025-06-07 02:06:24.2,2025-06-07,2025,6,7,1,0.66,0.66,,,,,2025-06-18 13:10:06.283+00
38124b8b-6b60-4284-ae46-3fa6310d6b4e,96d512d9-0dd1-4d25-bd5d-e4a6df6971d2,5939,2025-06-07 02:06:32.233,2025-06-07,2025,6,7,1,0.82,0.82,,,,,2025-06-18 13:10:06.283+00
23ddffe3-83d3-4fb6-bea0-f648d794a15a,f25ec518-af0f-40ce-b31f-284e0d039449,3567,2025-06-07 02:06:43.275,2025-06-07,2025,6,7,1,0.75,0.75,,,,,2025-06-18 13:10:06.283+00
16417471-a7c0-4be8-afa6-f13d5dcda2b3,e3c07a79-8f39-489f-95b6-afc1707734e5,4418,2025-06-07 02:06:48.293,2025-06-07,2025,6,7,1,0.03,0.03,,,,,2025-06-18 13:10:06.283+00
15059ea8-0e23-4a21-a342-7e6d73293878,5f8a2e26-5c1b-4874-8412-8b51c0b027e6,1162,2025-06-07 02:06:58.331,2025-06-07,2025,6,7,5,0.78,3.9,,,,,2025-06-18 13:10:06.283+00
6ac001ee-892f-490d-9e00-1445a8995e28,d203988d-3b9f-46f0-91a9-dae86ab5d3dc,6551,2025-06-07 02:07:32.461,2025-06-07,2025,6,7,3,0.86,2.58,,,,,2025-06-18 13:10:06.283+00
1fd30057-e9fd-4966-9a60-fdf38c72a16c,7c6f92f2-2fb6-41d8-be9f-f2886c9f12da,3049,2025-06-07 02:08:04.584,2025-06-07,2025,6,7,2,0.95,1.9,,,,,2025-06-18 13:10:06.283+00
53f6c9f7-ee84-499f-a56b-ee53ada0a48f,a13a36d1-1375-44f3-a2e7-50c118aab36c,1686,2025-06-07 02:08:19.64,2025-06-07,2025,6,7,2,0.58,1.16,,,,,2025-06-18 13:10:06.283+00
d85f36dc-9a33-4fb8-aa24-a098c99b7f79,4a377116-e7a0-4b20-b00e-cbfea2366d63,2512,2025-06-07 02:08:56.763,2025-06-07,2025,6,7,1,0.63,0.63,,,,,2025-06-18 13:10:06.283+00
c3462d05-ae2c-491d-92a1-09d103106bf1,d30dfabd-b91b-4681-8fca-76c289011ee6,1856,2025-06-07 02:09:09.809,2025-06-07,2025,6,7,2,0.48,0.96,,,,,2025-06-18 13:10:06.283+00
8accaa9b-f7a3-45fd-a48c-6c1201966acb,bbb659b4-c533-41d5-92ab-e2158daf6d22,9759,2025-06-07 02:09:39.913,2025-06-07,2025,6,7,4,0.22,0.88,,,,,2025-06-18 13:10:06.283+00
f6931195-d57e-4958-991f-7a5e03389b07,d0246a13-b5fb-4915-a2c7-f68220a1723b,1408,2025-06-07 02:09:41.919,2025-06-07,2025,6,7,3,0.82,2.46,,,,,2025-06-18 13:10:06.283+00
b7b4477d-405c-43f6-b088-cbd89fae5d88,ccc03f4c-fcac-41b7-af34-2d58cff73740,9951,2025-06-07 02:09:45.934,2025-06-07,2025,6,7,4,0.9,3.6,,,,,2025-06-18 13:10:06.283+00
08540f1c-7ef1-4292-871a-60fdf236c281,b7d4097f-8c7d-4eaa-810f-3311b2847345,1570,2025-06-07 02:09:46.938,2025-06-07,2025,6,7,1,0.69,0.69,,,,,2025-06-18 13:10:06.283+00
28d4cb7a-d669-4883-9664-5ba2aa3ba51f,0c105494-aaa5-494a-a87b-8be0b8138aad,6368,2025-06-07 02:09:58.982,2025-06-07,2025,6,7,3,0.44,1.32,,,,,2025-06-18 13:10:06.283+00
22e26dac-f7ff-4518-a73a-d166831ffed2,9b629abd-6d06-4bc7-a1d4-6bc37ae9f765,7719,2025-06-07 02:10:00,2025-06-07,2025,6,7,3,0.88,2.64,,,,,2025-06-18 13:10:06.283+00
d93f6410-ae24-4805-90b7-de6adb83dd38,5395d97d-0daa-42e7-a601-2b306a29fa47,3673,2025-06-07 02:10:02.996,2025-06-07,2025,6,7,1,0.86,0.86,,,,,2025-06-18 13:10:06.283+00
05f5decc-8927-47e6-a7fb-ff46b914b959,4b25daff-1630-4705-9b7a-5287e7247028,1917,2025-06-07 02:10:17.043,2025-06-07,2025,6,7,1,0.11,0.11,,,,,2025-06-18 13:10:06.283+00
5eccc332-3034-4b35-b264-e7cf6bd4e5ee,d61277a1-4901-4699-8fa2-9904b3f935dc,4051,2025-06-07 02:10:46.16,2025-06-07,2025,6,7,2,0.81,1.62,,,,,2025-06-18 13:10:06.283+00
89c07fc0-69ca-4718-a391-ff5d8a8e0dd0,29f15a7a-746b-43cc-a3d5-949c9d327a3a,1082,2025-06-07 02:10:50.173,2025-06-07,2025,6,7,2,0.91,1.82,,,,,2025-06-18 13:10:06.283+00
6b84bd39-f802-4f27-a649-c4f91cf63d6e,6c1c0e86-26e3-4da2-a1a7-a27b62add13d,2567,2025-06-07 02:11:01.201,2025-06-07,2025,6,7,5,0.06,0.3,,,,,2025-06-18 13:10:06.283+00
5d658122-2cda-43b3-ae86-e7fffe0e0db0,92cb46db-d9f2-4585-a023-e9d8348f10eb,2989,2025-06-07 02:11:06.227,2025-06-07,2025,6,7,2,0.28,0.56,,,,,2025-06-18 13:10:06.283+00
8d28ec5c-9a8c-4aad-86ed-e3891659a31a,ae1cfd72-deda-448d-b5eb-d8b80cfcf0fc,9975,2025-06-07 02:11:27.3,2025-06-07,2025,6,7,1,0.01,0.01,,,,,2025-06-18 13:10:06.283+00
33f70036-b21a-40c7-9d36-3dd303dd071c,3d333517-c92c-4e1b-b493-608dee050f31,2455,2025-06-07 02:11:32.317,2025-06-07,2025,6,7,4,0.71,2.84,,,,,2025-06-18 13:10:06.283+00
43ae3318-52d2-414f-8c46-8ed90d26e9f7,2227e604-78de-4233-8770-9004a32ecebd,2976,2025-06-07 02:11:38.336,2025-06-07,2025,6,7,5,0.0,0.0,,,,,2025-06-18 13:10:06.283+00
a7b2cc27-fecd-42ae-a955-3ff986e12a37,a05f4e70-7183-41e9-808b-f14c559d9d41,8249,2025-06-07 02:11:40.343,2025-06-07,2025,6,7,2,0.76,1.52,,,,,2025-06-18 13:10:06.283+00
30f61b49-2fdf-4daf-a0ad-560dc804ac38,cad50340-2206-4dff-bd7d-934147880a19,4281,2025-06-07 02:11:44.356,2025-06-07,2025,6,7,5,0.91,4.55,,,,,2025-06-18 13:10:06.283+00
1da49274-8e36-4dd3-b676-818331f683d9,0635a16e-d644-4c03-ac9f-c2c23dc5200b,2062,2025-06-07 02:11:55.387,2025-06-07,2025,6,7,3,0.35,1.05,,,,,2025-06-18 13:10:06.283+00
ae614290-5b83-4039-9da3-d40e5a53ec60,8a7b9daa-3f40-4848-bae3-dd8b3909fc24,8636,2025-06-07 02:11:56.39,2025-06-07,2025,6,7,4,0.4,1.6,,,,,2025-06-18 13:10:06.283+00
336f9acf-aed2-409c-a29f-77a2248a8004,44902ee8-8516-4d9f-b768-af5a624832d6,4530,2025-06-07 02:11:56.393,2025-06-07,2025,6,7,4,0.66,2.64,,,,,2025-06-18 13:10:06.283+00
bc1879c6-a8ec-4077-89fb-8dfc5aad952f,a2c962c6-1599-4ebf-b230-f68a5019f683,5978,2025-06-07 02:12:03.413,2025-06-07,2025,6,7,2,0.34,0.68,,,,,2025-06-18 13:10:06.283+00
7af1dd8c-8761-43e9-aef9-06490db65727,f622c1b7-845e-4190-b59b-bbfb6b9d58f2,2265,2025-06-07 02:12:12.443,2025-06-07,2025,6,7,3,0.39,1.17,,,,,2025-06-18 13:10:06.283+00
1fd11972-2576-42ac-8859-a459c8eb0f92,aa355024-24cc-4f97-a420-5021c445693b,8435,2025-06-07 02:12:13.447,2025-06-07,2025,6,7,3,0.63,1.89,,,,,2025-06-18 13:10:06.283+00
d705ffc2-3219-435b-813c-623ee7a746d4,d29a0001-896f-4ec1-ab7d-487e50ca34c2,8413,2025-06-07 02:12:18.463,2025-06-07,2025,6,7,2,0.23,0.46,,,,,2025-06-18 13:10:06.283+00
08ea0b7f-fca2-4be7-aaec-7df244c3173e,c04dde7e-7579-487b-b6c7-1b5368fdbf18,3041,2025-06-07 02:12:25.485,2025-06-07,2025,6,7,5,0.08,0.4,,,,,2025-06-18 13:10:06.283+00
3aeb8481-3c50-4fc6-b276-ad2d81d85246,16bc06f3-de34-414f-b3ce-ae6ef66f4c3b,8339,2025-06-07 02:12:34.515,2025-06-07,2025,6,7,3,0.8,2.4,,,,,2025-06-18 13:10:06.283+00
c56c1e32-17f8-4515-a317-baf2b2aeda17,a08ff9b2-6bcb-4a25-90b9-5be3127e426b,2082,2025-06-07 02:12:49.563,2025-06-07,2025,6,7,2,0.95,1.9,,,,,2025-06-18 13:10:06.283+00
2f2c8652-6772-4ae8-9d02-f178d49092fc,ededb431-103e-4314-ad26-60caae9156e9,2558,2025-06-07 02:13:23.668,2025-06-07,2025,6,7,4,0.53,2.12,,,,,2025-06-18 13:10:06.283+00
63ed5e33-e40d-4ec0-82fe-1db5148f5189,0af77ff4-addd-48b1-acd1-c8c1dbdc9d3a,8531,2025-06-07 02:13:46.742,2025-06-07,2025,6,7,1,0.97,0.97,,,,,2025-06-18 13:10:06.283+00
43e59165-d20a-4931-a7d8-392cc0065e03,26bb5f2c-41f6-42de-bbf4-369c95662f7a,9814,2025-06-07 02:13:49.75,2025-06-07,2025,6,7,4,0.2,0.8,,,,,2025-06-18 13:10:06.283+00
6b7cd04c-9f11-4d42-89a2-da5e3c121c60,c545015d-d38a-4f20-9c03-2bbe58c916af,8437,2025-06-07 02:14:09.809,2025-06-07,2025,6,7,2,0.37,0.74,,,,,2025-06-18 13:10:06.283+00
3a429e73-501a-4663-aa35-ee3b00bcbfea,fb3cb847-19d4-47a7-9e95-d62e6381d45f,6739,2025-06-07 02:14:16.835,2025-06-07,2025,6,7,2,0.61,1.22,,,,,2025-06-18 13:10:06.283+00
49090787-5f18-4c80-bfc7-da3318713e53,8f356b2a-da44-4c04-a8ed-b0e0430bf483,5257,2025-06-07 02:14:29.877,2025-06-07,2025,6,7,5,0.82,4.1,,,,,2025-06-18 13:10:06.283+00
32586288-400a-4cbc-b7a9-13eb43a7f1a6,1e7d9ff6-c64f-4b06-bd4c-db1130bfbc3b,4440,2025-06-07 02:14:47.939,2025-06-07,2025,6,7,2,0.12,0.24,,,,,2025-06-18 13:10:06.283+00
47a53d82-5388-4057-ba36-95345bd35101,468bdb58-4f30-4f15-976d-44a09b6a2953,9709,2025-06-07 02:14:52.953,2025-06-07,2025,6,7,2,0.18,0.36,,,,,2025-06-18 13:10:06.283+00
84a5c4a7-8926-4976-bafa-4c73a48b42c3,7a62495d-e409-420f-b9ec-4c9541562a73,8959,2025-06-07 02:15:02.986,2025-06-07,2025,6,7,4,0.92,3.68,,,,,2025-06-18 13:10:06.283+00
fc492903-af64-47fd-8e40-a7b9f3d8490e,5e64e28f-44c7-4a90-9293-3df84b378242,4013,2025-06-07 02:15:04.992,2025-06-07,2025,6,7,1,0.99,0.99,,,,,2025-06-18 13:10:06.283+00
fa7bbc7e-3432-41c7-9bd3-5fa2b31c615f,51ef8802-7a51-47d1-b469-6b2dc63f24f1,2870,2025-06-07 02:15:11.012,2025-06-07,2025,6,7,2,0.85,1.7,,,,,2025-06-18 13:10:06.283+00
fa26d3f1-4f86-4945-aa68-c090698b0b54,61e97ef7-8d7c-49aa-a002-8cebe0d3fe4d,7636,2025-06-07 02:15:14.027,2025-06-07,2025,6,7,4,0.82,3.28,,,,,2025-06-18 13:10:06.283+00
6268a42c-29a4-4419-beaa-4705b895ec21,dcc73ca1-6bf0-47eb-b2cf-feb61dd413c9,7478,2025-06-07 02:15:16.925,2025-06-07,2025,6,7,2,0.48,0.96,,,,,2025-06-18 13:10:06.283+00
860ef3f4-238e-4022-9c14-58b9986ec1da,7ce2145d-eb33-4b35-ae7f-42ced58fa5b0,6174,2025-06-07 02:15:18.93,2025-06-07,2025,6,7,4,0.39,1.56,,,,,2025-06-18 13:10:06.283+00
800c75c3-bbd7-4561-a8c2-14eda97bfec9,43c18d66-065d-4364-aa0c-8021451857b2,2546,2025-06-07 02:15:20.045,2025-06-07,2025,6,7,3,0.88,2.64,,,,,2025-06-18 13:10:06.283+00
f24f33ff-7e2b-46c5-8339-32108b969a4f,896fbc83-1845-4381-b2e9-4ce4fa4bdbec,8406,2025-06-07 02:15:25.062,2025-06-07,2025,6,7,4,0.58,2.32,,,,,2025-06-18 13:10:06.283+00
351fd8f9-033a-4500-83cb-d1fc0dc71778,9e04281f-3f8f-48e8-8586-e541d05ced83,8017,2025-06-07 02:15:37.986,2025-06-07,2025,6,7,2,0.44,0.88,,,,,2025-06-18 13:10:06.283+00
d2ec2834-e85c-475d-a4f5-6564435edb8e,431fcffe-714d-49d0-a586-b2de05f7bd01,3844,2025-06-07 02:15:38.099,2025-06-07,2025,6,7,2,0.55,1.1,,,,,2025-06-18 13:10:06.283+00
28676e58-e28c-4570-ad12-5b76c073c726,295c8681-631a-4541-b5c8-6f7fb9d5d606,3347,2025-06-07 02:15:49.134,2025-06-07,2025,6,7,1,0.93,0.93,,,,,2025-06-18 13:10:06.283+00
6a40b4c5-c9c5-44aa-a6d1-8499227f3b38,2026e311-df9f-4451-930d-91a343cb07a1,1103,2025-06-07 02:15:54.152,2025-06-07,2025,6,7,4,0.81,3.24,,,,,2025-06-18 13:10:06.283+00
1e63ca63-fa6c-4759-a943-a2e1fff4f169,061f11e0-3ba8-4901-a051-c3d5fbf6bf27,2320,2025-06-07 02:15:55.159,2025-06-07,2025,6,7,4,0.89,3.56,,,,,2025-06-18 13:10:06.283+00
eec7158c-e658-40b3-91fb-503e0e82c5ad,4b0b625f-8ae7-4603-a124-8a3bcd0c43fc,7354,2025-06-07 02:16:11.211,2025-06-07,2025,6,7,3,0.54,1.62,,,,,2025-06-18 13:10:06.283+00
fa267404-b1f4-45e2-8cd1-319f0484a8b0,9879e205-48c1-46ab-a738-733eccc0ad0c,2098,2025-06-07 02:16:14.219,2025-06-07,2025,6,7,4,0.85,3.4,,,,,2025-06-18 13:10:06.283+00
e7b5b2d4-439d-436c-a8ee-24960ff65bf7,bb49c44e-2f94-4004-b398-2669e5bd9a35,2122,2025-06-07 02:16:30.162,2025-06-07,2025,6,7,3,0.46,1.38,,,,,2025-06-18 13:10:06.283+00
55c0ee64-26f4-4f9d-82e5-18b86882dd89,15ba333a-31da-4707-9a1a-5528fefee9e0,7289,2025-06-07 02:16:36.303,2025-06-07,2025,6,7,2,0.65,1.3,,,,,2025-06-18 13:10:06.283+00
3808382c-7c60-4366-83b7-03b0c9890ede,30c5c1c4-9c94-47b0-9621-b278434609df,6111,2025-06-07 02:16:37.307,2025-06-07,2025,6,7,3,0.53,1.59,,,,,2025-06-18 13:10:06.283+00
b04bed26-c830-4758-8f19-5f0ff9867361,657d728d-7f79-422a-adcb-860d6e5718eb,5162,2025-06-07 02:16:49.348,2025-06-07,2025,6,7,3,0.5,1.5,,,,,2025-06-18 13:10:06.283+00
fa7312c4-e55a-40fc-8179-d4175e47948f,f50bb5a6-f39d-4528-9836-3d0f3570c89d,1752,2025-06-07 02:16:53.364,2025-06-07,2025,6,7,5,0.98,4.9,,,,,2025-06-18 13:10:06.283+00
dce6585c-1006-463b-ab28-6567cb9e5a17,bd85cc3c-45bc-449f-bb4c-16ee3369bfff,5628,2025-06-07 02:17:09.413,2025-06-07,2025,6,7,1,0.14,0.14,,,,,2025-06-18 13:10:06.283+00
8f86091b-4139-46a7-8c3c-bd9fd9997ca3,9f6a7085-d359-4892-ad50-18634d280b45,1933,2025-06-07 02:17:10.299,2025-06-07,2025,6,7,3,0.82,2.46,,,,,2025-06-18 13:10:06.283+00
a7f94aeb-3156-4fa0-99dd-021308272db7,4d828516-14e3-4c09-834a-adf871451ffb,7865,2025-06-07 02:17:11.302,2025-06-07,2025,6,7,5,0.17,0.85,,,,,2025-06-18 13:10:06.283+00
11a43e04-606b-4dae-9c3a-3872d0f15cfc,2c735d73-8ef2-4862-b786-97046093ac2a,8853,2025-06-07 02:17:20.331,2025-06-07,2025,6,7,2,0.85,1.7,,,,,2025-06-18 13:10:06.283+00
8bddb057-e59e-433b-9a74-ebdca612e1b0,b712c4ec-1f3d-4d7b-a1b2-d99129adb68c,1641,2025-06-07 02:17:21.451,2025-06-07,2025,6,7,2,0.93,1.86,,,,,2025-06-18 13:10:06.283+00
2ea8c947-b039-409b-8954-ed6b070049c9,8c394d9a-1a7c-4b89-99f9-8dd679ee755a,1960,2025-06-07 02:17:24.342,2025-06-07,2025,6,7,1,0.56,0.56,,,,,2025-06-18 13:10:06.283+00
ed7f4293-1959-4d67-9126-01951b867cdb,3f8cbf47-43bc-4bc5-b12b-c67b24bea49c,5396,2025-06-07 02:17:24.46,2025-06-07,2025,6,7,3,0.76,2.28,,,,,2025-06-18 13:10:06.283+00
e97b8134-ede2-414f-b721-78b8e52be8a6,596368f2-b9a0-4600-b4be-a471c1ea8a9b,6491,2025-06-07 02:17:39.388,2025-06-07,2025,6,7,3,0.76,2.28,,,,,2025-06-18 13:10:06.283+00
d9519e47-023b-40de-a73c-69f2df4bd0be,73cbea8e-3b57-4ca2-bf66-57097609f865,5071,2025-06-07 02:17:40.51,2025-06-07,2025,6,7,3,0.74,2.22,,,,,2025-06-18 13:10:06.283+00
74e2ad7b-f5d3-4d65-810e-e18c73229d44,fb5cd440-71e1-468e-990c-e907b0c8ef7c,8999,2025-06-07 02:17:45.526,2025-06-07,2025,6,7,4,0.75,3.0,,,,,2025-06-18 13:10:06.283+00
149723be-9584-4fe6-a9c7-b170b8c73f69,5d89de45-feca-4257-b391-f5f722d70477,9752,2025-06-07 02:17:46.528,2025-06-07,2025,6,7,1,0.99,0.99,,,,,2025-06-18 13:10:06.283+00
c4215f5c-7265-42a2-a732-c84af7f4d46b,fbbb5cf8-22ab-4626-b3e9-8495e2b843fd,1049,2025-06-07 02:17:55.559,2025-06-07,2025,6,7,3,0.65,1.95,,,,,2025-06-18 13:10:06.283+00
a26e4baa-61b8-4bc7-8d7a-c81daac9e5ab,1f822822-c386-4fb7-8d16-3eb5974a37cf,6100,2025-06-07 02:17:56.44,2025-06-07,2025,6,7,1,0.35,0.35,,,,,2025-06-18 13:10:06.283+00
bc88c5cd-660c-4d2b-a64f-ef8c84c03f33,b28b81c2-b1b3-4869-b19f-2925523ff330,7114,2025-06-07 02:17:56.562,2025-06-07,2025,6,7,2,0.08,0.16,,,,,2025-06-18 13:10:06.283+00
e1c80bea-88bc-4a71-86ae-cbf6edcdd90b,6c671ca8-0bab-4b62-8a2f-3d9ae18f3e64,3487,2025-06-07 02:18:01.58,2025-06-07,2025,6,7,1,0.73,0.73,,,,,2025-06-18 13:10:06.283+00
1e63754f-8613-4488-9844-144e3986180e,ce0f38dd-07e8-4049-b804-c8aafe2f4943,4693,2025-06-07 02:18:05.474,2025-06-07,2025,6,7,4,0.35,1.4,,,,,2025-06-18 13:10:06.283+00
9e41e33a-fdd9-4e00-a463-678c60545111,991ba13d-9dbf-40ee-a0aa-5f5a7848e028,6137,2025-06-07 02:18:05.593,2025-06-07,2025,6,7,4,0.82,3.28,,,,,2025-06-18 13:10:06.283+00
ea06ccde-541a-4d48-8029-68da3cbd8ca0,49687396-b993-4bb0-ad0e-012e113ceddf,6255,2025-06-07 02:18:08.485,2025-06-07,2025,6,7,2,0.49,0.98,,,,,2025-06-18 13:10:06.283+00
6b16c109-cb89-468e-ab7f-707f4f8ae0b7,78d5f43b-d6fc-46da-8ab9-50147ef30def,7513,2025-06-07 02:18:11.609,2025-06-07,2025,6,7,4,0.58,2.32,,,,,2025-06-18 13:10:06.283+00
66f71072-327e-4544-b4f6-afa7325e7d50,d67bdb85-8d3b-42c1-badc-0b3a15857750,4562,2025-06-07 02:18:28.555,2025-06-07,2025,6,7,3,0.88,2.64,,,,,2025-06-18 13:10:06.283+00
48690e3c-2654-4841-965c-3bc565e3926a,d7f5c7a9-b33a-4fee-b54a-0c8392adda40,5423,2025-06-07 02:18:28.663,2025-06-07,2025,6,7,3,0.92,2.76,,,,,2025-06-18 13:10:06.283+00
22eed50f-1e8f-40fa-aea4-62b0abcc96ba,f5924b69-dad5-4b05-8b61-4e036ef9656c,1841,2025-06-07 02:18:32.677,2025-06-07,2025,6,7,2,0.54,1.08,,,,,2025-06-18 13:10:06.283+00
43e475b4-fdec-4963-b18a-138a36c8be0e,815e1d0a-c70e-49cc-8180-c8f77bb92b82,9380,2025-06-07 02:18:45.721,2025-06-07,2025,6,7,3,0.45,1.35,,,,,2025-06-18 13:10:06.283+00
1bfa076a-d1f9-425f-a80f-da6ca6596b47,46897403-b358-412e-aa71-2db42e7eb8ef,9354,2025-06-07 02:18:52.738,2025-06-07,2025,6,7,1,0.21,0.21,,,,,2025-06-18 13:10:06.283+00
2fb5bf0d-ed96-43ae-8826-08686203be04,47d746b0-7a74-4559-ba56-abd5f80bf98c,5784,2025-06-07 02:19:02.769,2025-06-07,2025,6,7,5,0.13,0.65,,,,,2025-06-18 13:10:06.283+00
b357df78-7a3b-436e-8fd8-dd6f27803b19,de3ec157-40af-4ddb-b057-4399de5e51c9,8989,2025-06-07 02:19:05.673,2025-06-07,2025,6,7,1,0.24,0.24,,,,,2025-06-18 13:10:06.283+00
578b3e6a-5744-4b27-8ba3-37528c9a0c33,9c44c7e1-4d0d-46bd-a35a-c7103a4c1553,7902,2025-06-07 02:19:06.784,2025-06-07,2025,6,7,4,0.85,3.4,,,,,2025-06-18 13:10:06.283+00
