order_id,user_id,timestamp,product_id,quantity,unit_price,total_amount,processed_timestamp,purchase_date,purchase_hour,purchase_year,purchase_month,purchase_day,data_source
f0ea338d-b3ad-4367-85ed-6e0b84a85097,f9e1ed7c-371f-47d9-848f-f31db1ba9b6a,2025-06-04T06:34:56.809Z,7560,4,0.41,1.64,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
00520486-68f4-49e7-9542-6dcc3c38ebc8,21380038-5071-4317-bec6-556e007b9cdd,2025-06-04T06:34:57.812Z,3389,4,0.34,1.36,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
01661b52-5c47-457f-8297-4a615187b340,3fff2feb-4da5-4e7f-a9da-dbfd44fb9abd,2025-06-04T06:34:58.815Z,7759,5,0.6,3.0,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
bea67e29-bf6f-46f4-b7b7-02422e5262fd,ec0e4bd6-df58-4d42-a3cb-38d9ec9f262a,2025-06-04T06:34:59.818Z,9888,4,0.86,3.44,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
3a9c732b-585d-459f-b86f-e7ae409a965e,49d2f65a-e398-446d-ac0d-2e3075c11de6,2025-06-04T06:35:00.821Z,1556,1,0.61,0.61,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
b2cdf8e9-e572-4771-8115-c5cf98310c05,de03561a-ba28-4d18-89a2-dd4ee34a5706,2025-06-04T06:35:01.824Z,6113,5,0.24,1.2,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
26e70b31-235c-4a0f-87c7-e949d132430a,bcee83d5-f3ae-45f9-bab7-7f4ede28fa10,2025-06-04T06:35:02.826Z,3515,1,0.7,0.7,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
485d0796-3a4f-4983-8283-2a73967c747b,d7ad39c1-2499-4ed0-9232-a1af84d79e44,2025-06-04T06:35:03.829Z,2439,3,0.09,0.27,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
9e714a01-832b-4b58-93a2-b9e159f973f7,34df2e8f-9317-483f-8cbc-ca1afe9b6103,2025-06-04T06:35:04.832Z,6012,5,0.87,4.35,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
1e8ef1f5-cd95-45e8-bd20-762f1aeaf62a,b5656f77-f966-4816-9eed-e2c2e009fd64,2025-06-04T06:35:05.835Z,3900,5,0.72,3.6,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
476a2af8-e3f6-491d-9679-3d00098750ad,03b3c9fc-bffd-4f91-83b4-f6b9f70a4fec,2025-06-04T06:35:06.837Z,6193,5,0.64,3.2,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
3658fa8a-ca6d-462f-810a-e455c28d2f09,52fb3f43-26c7-41fe-a8cd-8621758a0148,2025-06-04T06:35:07.840Z,7523,4,0.15,0.6,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
f7afc516-3f8b-43b7-814b-17c6bc46577d,3c14704e-38fd-4d42-86e7-2d982f1e80d0,2025-06-04T06:35:08.844Z,5285,1,0.44,0.44,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
66e641e6-6a6f-43b2-a400-0c49de4e4794,71f177c6-ddbf-4ff4-aeff-bb42b34d8f46,2025-06-04T06:35:09.846Z,1522,4,0.0,0.0,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
29e3a304-1dfb-4005-9e21-02e11a72f526,62a1fb8c-ca05-4101-962b-4f6c7dcd99db,2025-06-04T06:35:10.849Z,5948,5,0.14,0.7,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
176b818d-01de-4f1e-9d7a-c55c46476278,b61447ff-b9e7-41dc-86a7-b6004f56b2a8,2025-06-04T06:35:11.852Z,2459,3,0.69,2.07,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
336c4eba-3369-4ebc-a8c5-9035ee1e7139,1c45cad2-86f0-4f3c-9380-646cf1c55910,2025-06-04T06:35:12.855Z,6783,1,0.24,0.24,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
830ed3f9-464a-4643-a133-60aea479cc18,7a30ad63-41d9-4bcf-a2ca-c7f32ca29610,2025-06-04T06:35:13.858Z,6857,4,0.69,2.76,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
762bafba-9cd1-4296-adb6-67cc9d5317ff,905269df-07f6-4a0d-828d-0d751d82b6ee,2025-06-04T06:35:14.862Z,2564,2,0.7,1.4,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
0cf95694-1bc4-45b7-ac75-59de77134715,8bc8e3f3-cf77-43f2-b674-177268105180,2025-06-04T06:35:15.865Z,2236,4,0.33,1.32,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
ecce572d-4098-46fc-86d2-9f8829ba089b,93b1110d-2d11-4e54-82df-3217f88fad7f,2025-06-04T06:35:16.868Z,9523,3,0.83,2.49,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
b096b879-1855-4889-a4f4-757806b57199,a9c477e2-aee2-4c60-b229-9b11ab4a8f5e,2025-06-04T06:35:17.871Z,9309,5,0.93,4.65,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
bb61f748-692a-454c-a525-553bc217fb06,7c120421-0348-4113-8513-cc329df07c30,2025-06-04T06:35:18.874Z,8577,4,0.72,2.88,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
c1d53c84-2846-4ca2-9c86-3d4cc89ebaf7,4f33769e-7d1b-4b35-af7b-980f5cd33c71,2025-06-04T06:35:19.877Z,2166,1,0.88,0.88,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
b5e5171a-465a-4963-9dc0-002c480c8473,1cd255ed-811d-4789-8cdd-a98ac12f7e0e,2025-06-04T06:35:20.880Z,5015,5,0.23,1.15,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
74ecc3aa-013a-4b60-bf36-b159711d9b81,1cd151ed-d61b-4756-9362-532e37aeb694,2025-06-04T06:35:21.883Z,4697,4,0.26,1.04,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
858fd5a8-8784-4443-8a28-f5e83512eb43,cca58c8b-f0f5-4eac-9089-f1615ecc4384,2025-06-04T06:35:22.886Z,3340,2,0.44,0.88,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
f74c4f25-de5e-4a32-ab9b-488bb244dd41,dc35ba6e-59dc-4007-80a5-2847151e2644,2025-06-04T06:35:23.889Z,5456,2,0.93,1.86,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
4a73d9ec-102f-43cc-a263-fe5896b9db43,0770f297-72e3-4c8e-a285-6fccdbe93ca0,2025-06-04T06:35:24.892Z,3483,1,0.07,0.07,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
7af24719-cd8c-4e16-a41e-cc2d825986a3,877674c0-f727-4803-9033-bb6d42ac8dd7,2025-06-04T06:35:25.895Z,2074,5,0.17,0.85,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
771dfd8a-a989-4e37-b9b6-93bdd927eb85,861bdebe-2565-4946-8667-07777e2b31b4,2025-06-04T06:35:26.897Z,9393,3,0.81,2.43,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
a54a9bc5-9e1e-4f37-a7df-1f42bb1fbc10,11636e28-1f66-48e0-b0a2-6cf6f896220b,2025-06-04T06:35:27.900Z,5378,2,0.72,1.44,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
2b32fe4c-9bd0-4ad6-9df9-9e5d60ed3dbf,d2e95d5a-960f-4812-979f-084c2677bd23,2025-06-04T06:35:28.903Z,2315,3,0.69,2.07,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
344c8e0a-4487-4e10-81d2-b7c78b6fce6f,b2379426-a798-4c99-8da2-69567bf7d4a0,2025-06-04T06:35:29.906Z,3907,3,0.09,0.27,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
a5c78eb2-083a-46ac-aa89-7d78b7e7dae7,aefa1baf-6ba4-405f-9cb4-f558c1f7aa9c,2025-06-04T06:35:30.909Z,5185,5,0.75,3.75,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
87dee392-6653-4be0-ad24-0797e0d0a5a2,8646eef8-0359-4ecb-97b0-6316660d223c,2025-06-04T06:35:31.912Z,9185,5,0.53,2.65,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
176635a6-a52d-41a9-b3df-b90cceb14335,26f8cf68-5081-4a6c-aaf1-0125066c62df,2025-06-04T06:35:32.915Z,1845,5,0.57,2.85,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
df2558ce-c6c3-40a9-9e3c-e066137636d1,adfedad9-dbda-4614-8ea6-af5c817ee940,2025-06-04T06:35:33.918Z,9573,2,0.26,0.52,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
bc6aacd6-19cc-43cb-a675-c990eca32f71,91811d33-62d6-4e6f-a34a-369eea7b4933,2025-06-04T06:35:34.922Z,7356,1,0.37,0.37,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
e382c6df-3102-4af3-91d6-6c2030c1f1a6,7d382991-711a-4dab-9808-fc8d325579f8,2025-06-04T06:35:35.925Z,2748,1,0.21,0.21,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
90ca29f7-300d-4252-83ae-136e8caed8a5,c7ac5c7b-177c-42fa-ae61-d8689010517a,2025-06-04T06:35:36.928Z,2153,5,0.04,0.2,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
3ec6ea38-3f94-4524-a2e3-9ea5066e5762,b0c90fab-fcb7-4f75-8834-364116941b61,2025-06-04T06:35:37.931Z,7699,2,0.1,0.2,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
6bb034af-3afd-4558-8f6e-88a1bf790f13,69849dfa-6e5e-4c33-85be-ca6f83f6bcca,2025-06-04T06:35:38.934Z,2623,3,0.11,0.33,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
cb67be50-9c0b-41a2-8f47-52189e2c04e3,0f828ac1-b60b-4816-9275-213fb825ab90,2025-06-04T06:35:39.937Z,3542,4,0.55,2.2,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
f249c18d-8596-4b45-8374-ecbc87c0bfd9,6445744c-fb13-4ae3-a055-53a25a33b423,2025-06-04T06:35:40.941Z,5831,2,0.3,0.6,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
21f4d7ce-981f-4186-bb8b-e221b2a93f94,e5639259-efbe-4d39-ae41-de64521cd5b7,2025-06-04T06:35:41.944Z,2758,5,0.06,0.3,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
997aa493-e418-46d0-98a5-c45a82139f5c,bc8096e5-eecf-417b-be78-9cd7717abea8,2025-06-04T06:35:42.947Z,2277,5,0.97,4.85,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
c0b3efe6-6aff-4444-8b2b-cee4229538d7,4bc0a28d-97a3-4322-95da-7cac253bf337,2025-06-04T06:35:43.950Z,4019,3,0.61,1.83,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
c131e161-7ee1-4deb-87c1-156eec3ff2d2,75f3546b-7bcd-4aac-920b-83b33d980023,2025-06-04T06:35:44.952Z,8034,5,0.94,4.7,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
cf82f2d7-325f-45d1-9dce-8fec85cb7dd4,273f4da4-b80c-4584-b92a-7903241d2333,2025-06-04T06:35:45.956Z,3179,5,0.41,2.05,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
a2649a50-f23e-4e90-9528-67b77ea246de,d9973406-1499-4405-aec1-532523502aa8,2025-06-04T06:35:46.959Z,3976,3,0.31,0.93,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
03e98d06-726b-445d-8e97-30d1b6ce6008,47e0e951-fb5a-41fc-b5b3-433d57fde157,2025-06-04T06:35:47.961Z,8347,1,0.47,0.47,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
d47b1a10-1a34-4bd4-87b5-1977eed7a2b9,2689ce43-ecb7-42a2-b635-2ed69b80c8b0,2025-06-04T06:35:48.965Z,9023,2,0.19,0.38,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
1f5ba090-2f4e-4b8e-9184-38628835d625,090defa0-caaf-419e-ae34-535de0b9dd3f,2025-06-04T06:35:49.968Z,1120,3,0.4,1.2,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
412d4bc8-9823-4e0a-a39a-9de229613406,6765b129-6dd1-4e33-9669-615ca847c012,2025-06-04T06:35:50.970Z,2304,2,0.06,0.12,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
86266909-b0b7-438a-94e6-73c23a0efaf7,d07071f0-3662-4e00-b6fd-a07db802b93e,2025-06-04T06:35:51.973Z,1907,5,0.38,1.9,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
6fb84c4d-d265-4cf1-8a74-506f1f39fa08,0cdcdab9-a4a8-4326-9dc6-5218cfb044eb,2025-06-04T06:35:52.975Z,4443,1,0.94,0.94,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
dc280891-d43a-475a-b9b6-477fb8c598b9,87ac9be8-1f6a-4090-8ee1-2ac0e5dfb96a,2025-06-04T06:35:53.978Z,5006,1,0.54,0.54,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
7d4c82ae-bef3-41f1-89fc-0864d4cb9854,1679b5fc-3e89-4448-9a37-dae00571f097,2025-06-04T06:35:54.981Z,7265,2,0.32,0.64,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
7a02d7b6-98d5-4b69-83d0-f698cb17b387,1f6f9dcb-8f11-4641-b502-dfc6166a226a,2025-06-04T06:35:55.984Z,8399,2,0.08,0.16,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
63d0dab5-d842-49e1-b0ac-944d2988e2cb,f7dc7781-d68d-4983-b786-43ca7042b069,2025-06-04T06:35:56.987Z,2493,2,0.85,1.7,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
f707a0a0-7996-4d11-b2c7-c796cf94931b,210c4991-765b-4106-a317-641f325d46f2,2025-06-04T06:35:57.990Z,1003,1,0.75,0.75,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
856b7ea4-8148-4b2a-a62e-73284cb25c85,01cd5dd9-54f3-44bd-b3c3-425ede93bcbd,2025-06-04T06:35:58.993Z,6224,3,0.52,1.56,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
901d86cf-59b3-41b8-9a6b-49cd4c2bc851,d805b9e0-2758-43dc-8b7d-4563f045b224,2025-06-04T06:35:59.996Z,2327,3,0.67,2.01,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
39221af1-4f2a-4ea4-9878-f30772f3600e,40cc594e-8b14-4fbd-9ac5-44c567eb83fc,2025-06-04T06:36:00.999Z,2258,3,0.02,0.06,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
d01a7e88-9ff3-48f1-a404-322fde293b41,95280b24-84e9-4193-8f8e-e73942810331,2025-06-04T06:36:02.002Z,8148,4,0.9,3.6,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
c0214cfa-da0e-435e-a68e-c016d8a2199d,ca1d2afe-0603-4c7e-885e-7266f8fe2e58,2025-06-04T06:36:03.005Z,2900,5,0.84,4.2,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
48addd0a-2a1b-4095-a92a-67a83f49297d,5e3295e9-c9a4-4cd8-83fc-13748aaa4037,2025-06-04T06:36:04.007Z,9452,2,0.46,0.92,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
49addfec-0eec-4507-8b00-db749cd38a0e,e7bd5def-a2c6-4744-a9c3-09250517f023,2025-06-04T06:36:05.009Z,5141,1,0.02,0.02,2025-06-15T07:15:36.003Z,2025-06-04,6,2025,6,4,batch_csv
